"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	18	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Fracture of femur, part unspecified"	"S72.9"	11	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	64	470868	13.6
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	37	470868	7.9
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	69	470868	14.7
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	49	470868	10.4
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Burn of unspecified body region, unspecified degree"	"T30.0"	12	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other opioids"	"T40.2"	20	470868	4.2
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other synthetic narcotics"	"T40.4"	38	470868	8.1
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Cocaine"	"T40.5"	29	470868	6.2
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Benzodiazepines"	"T42.4"	13	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Psychostimulants with abuse potential"	"T43.6"	19	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	54	470868	11.5
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Alcohol, unspecified"	"T51.9"	21	470868	4.5
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	12	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	14	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	13	470868	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	27	230491	11.7
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	45	230491	19.5
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Traumatic subarachnoid haemorrhage"	"S06.6"	14	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	14	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	15	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	30	230491	13.0
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Open wound of thorax, part unspecified"	"S21.9"	10	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	44	230491	19.1
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	15	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	33	230491	14.3
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	20	230491	8.7
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	49	230491	21.3
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	64	230491	27.8
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Traumatic shock"	"T79.4"	10	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	10	230491	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	10	78702	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	66	78702	83.9
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Traumatic subarachnoid haemorrhage"	"S06.6"	15	78702	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	21	78702	26.7
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Intracranial injury, unspecified"	"S06.9"	11	78702	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	15	78702	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	11	78702	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	65	78702	82.6
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Pertrochanteric fracture"	"S72.1"	11	78702	Unreliable
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	31	78702	39.4
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	35	78702	44.5
	"Louisiana"	"22"	"2022 "	"2022"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	46	78702	58.4
	"Maine"	"23"	"2022 "	"2022"	"< 1 year"	"1"	"Asphyxiation"	"T71"	11	12002	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	13	157143	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Unspecified injury of head"	"S09.9"	10	157143	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	15	157143	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Injury, unspecified"	"T14.9"	15	157143	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Other synthetic narcotics"	"T40.4"	29	157143	18.5
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Cocaine"	"T40.5"	10	157143	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"15-24 years"	"15-24"	"Psychostimulants with abuse potential"	"T43.6"	14	157143	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	20	168183	11.9
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	15	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Unspecified multiple injuries"	"T07"	11	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	31	168183	18.4
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	10	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	11	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	120	168183	71.4
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	49	168183	29.1
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	14	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	15	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	14	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified antidepressants"	"T43.2"	23	168183	13.7
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	14	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	46	168183	27.4
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	35	168183	20.8
	"Maine"	"23"	"2022 "	"2022"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	14	168183	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	24	168691	14.2
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	12	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	11	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	35	168691	20.7
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	10	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	25	168691	14.8
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Methadone"	"T40.3"	15	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	198	168691	117.4
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	72	168691	42.7
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	29	168691	17.2
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	25	168691	14.8
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	18	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other and unspecified antidepressants"	"T43.2"	41	168691	24.3
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	20	168691	11.9
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	79	168691	46.8
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Antiallergic and antiemetic drugs"	"T45.0"	12	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	68	168691	40.3
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Alcohol, unspecified"	"T51.9"	11	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	14	168691	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	11	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	19	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	10	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	19	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	13	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	24	168198	14.3
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Methadone"	"T40.3"	11	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	117	168198	69.6
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	44	168198	26.2
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	23	168198	13.7
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	27	168198	16.1
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other and unspecified antidepressants"	"T43.2"	31	168198	18.4
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	17	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	53	168198	31.5
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Antiallergic and antiemetic drugs"	"T45.0"	16	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	12	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	35	168198	20.8
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Alcohol, unspecified"	"T51.9"	12	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	14	168198	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	27	209684	12.9
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	19	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	12	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	31	209684	14.8
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	20	209684	9.5
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	12	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	91	209684	43.4
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	33	209684	15.7
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	15	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	31	209684	14.8
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	10	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other and unspecified antidepressants"	"T43.2"	30	209684	14.3
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	12	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	37	209684	17.6
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	11	209684	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	54	209684	25.8
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	22	185170	11.9
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	27	185170	14.6
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	12	185170	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	26	185170	14.0
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	21	185170	11.3
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other synthetic narcotics"	"T40.4"	21	185170	11.3
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	11	185170	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other and unspecified antidepressants"	"T43.2"	13	185170	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"65-74 years"	"65-74"	"Ethanol"	"T51.0"	13	185170	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	10	93519	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	48	93519	51.3
	"Maine"	"23"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of thorax"	"S29.9"	24	93519	25.7
	"Maine"	"23"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	15	93519	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	16	93519	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	47	93519	50.3
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	15	33535	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	50	33535	149.1
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Unspecified injury of thorax"	"S29.9"	18	33535	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	15	33535	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	16	33535	Unreliable
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	76	33535	226.6
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	20	33535	59.6
	"Maine"	"23"	"2022 "	"2022"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	135	33535	402.6
	"Maryland"	"24"	"2022 "	"2022"	"< 1 year"	"1"	"Asphyxiation"	"T71"	10	69158	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Open wound of head, part unspecified"	"S01.9"	82	772508	10.6
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Unspecified injury of head"	"S09.9"	17	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Open wound of thorax, part unspecified"	"S21.9"	26	772508	3.4
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Multiple open wounds, unspecified"	"T01.9"	86	772508	11.1
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Unspecified multiple injuries"	"T07"	77	772508	10.0
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Open wound of trunk, level unspecified"	"T09.1"	25	772508	3.2
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Open wound of unspecified body region"	"T14.1"	186	772508	24.1
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Injury, unspecified"	"T14.9"	15	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Other opioids"	"T40.2"	10	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Other synthetic narcotics"	"T40.4"	98	772508	12.7
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Cocaine"	"T40.5"	16	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	10	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	32	772508	4.1
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Alcohol, unspecified"	"T51.9"	13	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Asphyxiation"	"T71"	29	772508	3.8
	"Maryland"	"24"	"2022 "	"2022"	"15-24 years"	"15-24"	"Drowning and nonfatal submersion"	"T75.1"	13	772508	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of head, part unspecified"	"S01.9"	83	809165	10.3
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Intracranial injury, unspecified"	"S06.9"	11	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Unspecified injury of head"	"S09.9"	31	809165	3.8
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of neck, part unspecified"	"S11.9"	11	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Unspecified injury of neck"	"S19.9"	14	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of thorax, part unspecified"	"S21.9"	24	809165	3.0
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Multiple open wounds, unspecified"	"T01.9"	103	809165	12.7
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Unspecified multiple injuries"	"T07"	98	809165	12.1
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of trunk, level unspecified"	"T09.1"	21	809165	2.6
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Open wound of unspecified body region"	"T14.1"	207	809165	25.6
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Injury, unspecified"	"T14.9"	19	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other opioids"	"T40.2"	44	809165	5.4
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Methadone"	"T40.3"	32	809165	4.0
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other synthetic narcotics"	"T40.4"	421	809165	52.0
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	181	809165	22.4
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Intravenous anaesthetics"	"T41.1"	15	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	33	809165	4.1
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	76	809165	9.4
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified antidepressants"	"T43.2"	23	809165	2.8
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	37	809165	4.6
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Antiallergic and antiemetic drugs"	"T45.0"	13	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	97	809165	12.0
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	26	809165	3.2
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Alcohol, unspecified"	"T51.9"	60	809165	7.4
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	44	809165	5.4
	"Maryland"	"24"	"2022 "	"2022"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	13	809165	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	54	833654	6.5
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	22	833654	2.6
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	21	833654	2.5
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	61	833654	7.3
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	73	833654	8.8
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of trunk, level unspecified"	"T09.1"	10	833654	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	126	833654	15.1
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	16	833654	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	10	833654	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	54	833654	6.5
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Methadone"	"T40.3"	52	833654	6.2
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	487	833654	58.4
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	231	833654	27.7
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Intravenous anaesthetics"	"T41.1"	16	833654	Unreliable
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	29	833654	3.5
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	84	833654	10.1
	"Maryland"	"24"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other and unspecified antidepressants"	"T43.2"	20	833654	2.4
